Rede,Nome Fantasia,Logradouro,Bairro,Cep,Ddd,Telefone,Uf,Municipio,Codigo Unidade,Cnpj,Latitude,Longitude
Yamaha,TAG MOTOS,AVENIDA SETE  915,FORTALEZA,14780-240,017,3612-0666,SP,BARRETOS,365,31345607000480,-20.5645542,-48.5673577
Yamaha,NIPPON MOTOS,RUA JOAO PIRES  641,CENTRO,12940-500,011,4402-1707,SP,ATIBAIA,364,33054346000202,-23.1135365,-46.5516855
Yamaha,COMASA - ASSIS,AV. NOVE DE JULHOS  410 A,CENTRO,19800-020,014,3322-2103,SP,ASSIS,380,52587938000234,-22.6632509,-50.4196835
Yamaha,MOTO LEME - JD. CELINA,AV. AUGUSTA VIOLA DA COSTA  30,JARDIM CELINA,13606-020,019,3542-7418,SP,ARARAS,248,03524743000230,-22.359601,-47.355539
Yamaha,MOTO 36,AV. PADRE FCO SALES COLTURATO  1493,SANTANA,14801-250,016,3303-5353,SP,ARARAQUARA,18,58844796000149,-21.78235,-48.191904
Yamaha,ALTERNATIVA NAUTICA,AV BRASILIA 2273,NOVA YORQUE,16180-000,018,3622-9090,SP,ARACATUBA,451,13181164000104,-21.229364573823837,-50.43763834430273
Yamaha,GP MOTOCICLE - ARACATUBA,AV. LUIZ PEREIRA BARRETO  616,VILA BANDEIRANTES,16015-525,018,3608-4305,SP,ARACATUBA,423,39933439000293,-21.2123703,-50.4406157
Yamaha,ANDRETA,PRACA PADUA SALLES  183,CENTRO,13900-410,019,3807-5214,SP,AMPARO,10,46760500000122,-22.7012109,-46.7642903
Yamaha,DAHRUJ MOTOS - AMERICANA,"AV. NOVE DE JULHO, 594",SÃO DOMINGOS,13471290,19,3471-7800,SP,AMERICANA,610,45965655000302,-22.7339096,-47.3387984
Yamaha,MOTOYA,RUA NOVE DE JULHO  594,SAO DOMINGOS,13471-140,019,3471-7800,SP,AMERICANA,113,06369016000152,-22.7340187,-47.3357805
Yamaha,COML. MOTO-OESTE,AV. CARLOS PEGORARO  780  ,AREA COMERCIAL LUIZ STECHI,17800-000,018,3521-3448,SP,ADAMANTINA,486,55285407000102,-21.5791339,-51.03319330000001
